10	/N + 1 EM	ISSIVITY	COEFFTS./				
5680.9	A  24  35	/FILMEM	= #7_ls#n	1/TYPE =	EXCIT	/INDM = T	/ISEL =    1
1.94E-16	1.64E-16	1.39E-16					
1.00E-74	1.00E-74	1.00E-74	5.06E-50	1.16E-39	2.69E-32	4.44E-27	2.15E-23
8.48E-21	5.63E-19	1.05E-17	7.95E-17	3.12E-16	7.65E-16	1.33E-15	1.82E-15
2.08E-15	2.12E-15	1.99E-15	1.77E-15	1.53E-15	1.30E-15	1.09E-15	9.11E-16
7.64E-16	6.43E-16	5.43E-16	4.57E-16	3.85E-16	3.24E-16	2.72E-16	2.30E-16
1.94E-16	1.64E-16	1.39E-16					
1.00E-74	1.00E-74	1.00E-74	4.93E-50	1.16E-39	2.69E-32	4.45E-27	2.16E-23
8.49E-21	5.63E-19	1.05E-17	7.94E-17	3.11E-16	7.63E-16	1.33E-15	1.81E-15
2.08E-15	2.11E-15	1.98E-15	1.77E-15	1.53E-15	1.30E-15	1.09E-15	9.11E-16
7.64E-16	6.43E-16	5.43E-16	4.57E-16	3.85E-16	3.24E-16	2.72E-16	2.30E-16
1.94E-16	1.64E-16	1.39E-16					
1.00E-74	1.00E-74	1.00E-74	4.96E-50	1.16E-39	2.69E-32	4.45E-27	2.16E-23
8.49E-21	5.63E-19	1.05E-17	7.91E-17	3.10E-16	7.59E-16	1.32E-15	1.80E-15
2.07E-15	2.10E-15	1.98E-15	1.77E-15	1.53E-15	1.29E-15	1.09E-15	9.11E-16
7.64E-16	6.43E-16	5.43E-16	4.57E-16	3.84E-16	3.23E-16	2.72E-16	2.30E-16
1.94E-16	1.64E-16	1.39E-16					
1.00E-74	1.00E-74	1.00E-74	4.98E-50	1.16E-39	2.70E-32	4.46E-27	2.16E-23
8.48E-21	5.61E-19	1.05E-17	7.85E-17	3.07E-16	7.51E-16	1.31E-15	1.78E-15
2.05E-15	2.09E-15	1.97E-15	1.76E-15	1.52E-15	1.29E-15	1.09E-15	9.10E-16
7.64E-16	6.43E-16	5.42E-16	4.57E-16	3.84E-16	3.24E-16	2.72E-16	2.30E-16
1.94E-16	1.64E-16	1.39E-16					
1.00E-74	1.00E-74	1.00E-74	4.99E-50	1.17E-39	2.70E-32	4.46E-27	2.16E-23
8.47E-21	5.59E-19	1.04E-17	7.76E-17	3.03E-16	7.40E-16	1.29E-15	1.76E-15
2.02E-15	2.07E-15	1.95E-15	1.75E-15	1.52E-15	1.29E-15	1.08E-15	9.09E-16
7.63E-16	6.43E-16	5.42E-16	4.57E-16	3.85E-16	3.24E-16	2.72E-16	2.30E-16
1.94E-16	1.64E-16	1.39E-16					
1.00E-74	1.00E-74	1.00E-74	4.99E-50	1.17E-39	2.70E-32	4.46E-27	2.16E-23
8.46E-21	5.56E-19	1.03E-17	7.67E-17	2.99E-16	7.29E-16	1.27E-15	1.74E-15
2.00E-15	2.05E-15	1.94E-15	1.74E-15	1.51E-15	1.29E-15	1.08E-15	9.09E-16
7.63E-16	6.43E-16	5.43E-16	4.57E-16	3.85E-16	3.24E-16	2.73E-16	2.30E-16
1.94E-16	1.64E-16	1.39E-16					
1.00E-74	1.00E-74	1.00E-74	5.01E-50	1.17E-39	2.71E-32	4.47E-27	2.16E-23
8.46E-21	5.55E-19	1.02E-17	7.61E-17	2.96E-16	7.22E-16	1.26E-15	1.72E-15
1.99E-15	2.04E-15	1.93E-15	1.74E-15	1.51E-15	1.29E-15	1.08E-15	9.10E-16
7.64E-16	6.44E-16	5.43E-16	4.58E-16	3.85E-16	3.24E-16	2.73E-16	2.30E-16
1.94E-16	1.64E-16	1.39E-16					
1.00E-74	1.00E-74	1.00E-74	5.04E-50	1.18E-39	2.72E-32	4.49E-27	2.17E-23
8.48E-21	5.56E-19	1.02E-17	7.60E-17	2.95E-16	7.21E-16	1.26E-15	1.72E-15
1.99E-15	2.04E-15	1.94E-15	1.74E-15	1.52E-15	1.29E-15	1.09E-15	9.13E-16
7.67E-16	6.46E-16	5.45E-16	4.59E-16	3.86E-16	3.25E-16	2.74E-16	2.31E-16
1.95E-16	1.65E-16	1.40E-16					
1.00E-74	1.00E-74	1.00E-74	5.11E-50	1.19E-39	2.75E-32	4.53E-27	2.19E-23
8.55E-21	5.60E-19	1.03E-17	7.64E-17	2.97E-16	7.25E-16	1.26E-15	1.73E-15
2.00E-15	2.05E-15	1.95E-15	1.76E-15	1.53E-15	1.30E-15	1.10E-15	9.20E-16
7.73E-16	6.51E-16	5.49E-16	4.62E-16	3.89E-16	3.27E-16	2.75E-16	2.32E-16
1.96E-16	1.66E-16	1.40E-16					
1.00E-74	1.00E-74	1.00E-74	5.28E-50	1.22E-39	2.81E-32	4.62E-27	2.23E-23
8.71E-21	5.70E-19	1.05E-17	7.78E-17	3.02E-16	7.38E-16	1.29E-15	1.76E-15
2.04E-15	2.09E-15	1.99E-15	1.79E-15	1.56E-15	1.33E-15	1.12E-15	9.38E-16
7.87E-16	6.63E-16	5.59E-16	4.71E-16	3.96E-16	3.33E-16	2.80E-16	2.36E-16
1.99E-16	1.68E-16	1.43E-16					
1.00E-74	1.00E-74	1.00E-74	5.69E-50	1.30E-39	2.97E-32	4.85E-27	2.33E-23
9.07E-21	5.93E-19	1.09E-17	8.10E-17	3.15E-16	7.69E-16	1.34E-15	1.84E-15
2.13E-15	2.19E-15	2.07E-15	1.87E-15	1.63E-15	1.39E-15	1.17E-15	9.81E-16
8.23E-16	6.93E-16	5.84E-16	4.91E-16	4.13E-16	3.47E-16	2.91E-16	2.45E-16
2.07E-16	1.75E-16	1.48E-16					
1.00E-74	1.00E-74	1.00E-74	6.53E-50	1.47E-39	3.31E-32	5.34E-27	2.54E-23
9.83E-21	6.41E-19	1.18E-17	8.73E-17	3.39E-16	8.30E-16	1.45E-15	1.99E-15
2.31E-15	2.38E-15	2.26E-15	2.04E-15	1.78E-15	1.52E-15	1.28E-15	1.08E-15
9.05E-16	7.62E-16	6.41E-16	5.38E-16	4.52E-16	3.79E-16	3.18E-16	2.68E-16
2.25E-16	1.90E-16	1.61E-16					
1.00E-74	1.00E-74	1.00E-74	7.85E-50	1.75E-39	3.90E-32	6.21E-27	2.92E-23
1.12E-20	7.22E-19	1.31E-17	9.71E-17	3.77E-16	9.22E-16	1.62E-15	2.23E-15
2.61E-15	2.70E-15	2.59E-15	2.35E-15	2.06E-15	1.77E-15	1.51E-15	1.27E-15
1.07E-15	9.05E-16	7.62E-16	6.40E-16	5.37E-16	4.51E-16	3.78E-16	3.18E-16
2.67E-16	2.25E-16	1.90E-16					
1.00E-74	1.00E-74	1.00E-74	8.88E-50	2.02E-39	4.53E-32	7.23E-27	3.38E-23
1.27E-20	8.08E-19	1.44E-17	1.05E-16	4.03E-16	9.82E-16	1.72E-15	2.40E-15
2.83E-15	2.98E-15	2.90E-15	2.68E-15	2.40E-15	2.10E-15	1.82E-15	1.56E-15
1.34E-15	1.14E-15	9.68E-16	8.20E-16	6.93E-16	5.86E-16	4.94E-16	4.17E-16
3.53E-16	2.98E-16	2.53E-16					
1.00E-74	1.00E-74	1.00E-74	8.34E-50	1.97E-39	4.56E-32	7.45E-27	3.50E-23
1.30E-20	8.04E-19	1.39E-17	9.80E-17	3.68E-16	8.81E-16	1.54E-15	2.15E-15
2.56E-15	2.75E-15	2.74E-15	2.61E-15	2.40E-15	2.18E-15	1.95E-15	1.73E-15
1.52E-15	1.34E-15	1.17E-15	1.02E-15	8.81E-16	7.61E-16	6.56E-16	5.64E-16
4.85E-16	4.16E-16	3.57E-16					
1.00E-74	1.00E-74	1.00E-74	6.57E-50	1.59E-39	3.81E-32	6.39E-27	3.03E-23
1.12E-20	6.67E-19	1.10E-17	7.45E-17	2.70E-16	6.30E-16	1.08E-15	1.50E-15
1.81E-15	1.97E-15	2.00E-15	1.95E-15	1.85E-15	1.73E-15	1.60E-15	1.47E-15
1.35E-15	1.23E-15	1.12E-15	1.02E-15	9.18E-16	8.25E-16	7.40E-16	6.61E-16
5.88E-16	5.22E-16	4.63E-16					
1.00E-74	1.00E-74	1.00E-74	4.98E-50	1.21E-39	2.92E-32	4.96E-27	2.37E-23
8.62E-21	4.96E-19	7.80E-18	5.01E-17	1.74E-16	3.92E-16	6.58E-16	9.03E-16
1.08E-15	1.19E-15	1.22E-15	1.21E-15	1.17E-15	1.12E-15	1.06E-15	9.95E-16
9.36E-16	8.78E-16	8.22E-16	7.69E-16	7.19E-16	6.70E-16	6.24E-16	5.80E-16
5.38E-16	4.98E-16	4.60E-16					
5680.9	A  24  35	/FILMEM	= #7_ls#n	1/TYPE =	RECOM	/INDM = T	/ISEL =    6
1.00E+06	2.46E+06	6.06E+06	1.49E+07	3.67E+07	9.05E+07	2.23E+08	5.48E+08
1.35E+09	3.32E+09	8.19E+09	2.02E+10	4.96E+10	1.22E+11	3.01E+11	7.41E+11
1.82E+12	4.49E+12	1.11E+13	2.72E+13	6.70E+13	1.65E+14	4.06E+14	1.00E+15
1.00E-01	1.40E-01	1.97E-01	2.76E-01	3.87E-01	5.44E-01	7.63E-01	1.07E+00
1.50E+00	2.11E+00	2.96E+00	4.15E+00	5.82E+00	8.16E+00	1.15E+01	1.61E+01
2.25E+01	3.16E+01	4.44E+01	6.22E+01	8.73E+01	1.23E+02	1.72E+02	2.41E+02
3.38E+02	4.75E+02	6.66E+02	9.35E+02	1.31E+03	1.84E+03	2.58E+03	3.62E+03
5.08E+03	7.13E+03	1.00E+04					
1.96E-13	1.64E-13	2.60E-13	2.99E-13	2.13E-13	1.70E-13	1.35E-13	1.11E-13
1.02E-13	1.33E-13	2.55E-13	5.14E-13	8.44E-13	1.11E-12	1.21E-12	1.11E-12
9.07E-13	6.75E-13	4.71E-13	3.16E-13	2.05E-13	1.31E-13	8.24E-14	5.14E-14
3.19E-14	1.96E-14	1.20E-14	7.33E-15	4.48E-15	2.74E-15	1.67E-15	1.02E-15
6.26E-16	3.83E-16	2.34E-16					
1.96E-13	1.64E-13	5.73E-13	2.68E-13	2.24E-13	1.71E-13	1.36E-13	1.12E-13
1.02E-13	1.30E-13	2.44E-13	4.86E-13	7.95E-13	1.05E-12	1.14E-12	1.05E-12
8.57E-13	6.37E-13	4.45E-13	2.98E-13	1.94E-13	1.24E-13	7.78E-14	4.86E-14
3.01E-14	1.85E-14	1.13E-14	6.94E-15	4.24E-15	2.60E-15	1.59E-15	9.72E-16
5.95E-16	3.64E-16	2.23E-16					
1.96E-13	1.64E-13	3.87E-12	2.44E-13	2.38E-13	1.73E-13	1.38E-13	1.12E-13
1.02E-13	1.28E-13	2.33E-13	4.57E-13	7.44E-13	9.81E-13	1.07E-12	9.85E-13
8.03E-13	5.97E-13	4.17E-13	2.79E-13	1.82E-13	1.16E-13	7.31E-14	4.57E-14
2.84E-14	1.75E-14	1.07E-14	6.55E-15	4.01E-15	2.45E-15	1.50E-15	9.20E-16
5.63E-16	3.45E-16	2.12E-16					
1.96E-13	1.64E-13	8.55E-12	2.44E-13	2.47E-13	1.75E-13	1.40E-13	1.13E-13
1.02E-13	1.25E-13	2.22E-13	4.27E-13	6.91E-13	9.09E-13	9.88E-13	9.14E-13
7.45E-13	5.55E-13	3.88E-13	2.60E-13	1.69E-13	1.08E-13	6.83E-14	4.27E-14
2.66E-14	1.64E-14	1.00E-14	6.15E-15	3.76E-15	2.31E-15	1.41E-15	8.66E-16
5.31E-16	3.26E-16	2.00E-16					
1.96E-13	1.64E-13	2.12E-12	2.75E-13	2.46E-13	1.79E-13	1.41E-13	1.14E-13
1.02E-13	1.23E-13	2.10E-13	3.97E-13	6.36E-13	8.36E-13	9.07E-13	8.40E-13
6.85E-13	5.11E-13	3.57E-13	2.40E-13	1.56E-13	1.00E-13	6.32E-14	3.96E-14
2.47E-14	1.52E-14	9.35E-15	5.73E-15	3.52E-15	2.16E-15	1.32E-15	8.12E-16
4.98E-16	3.06E-16	1.88E-16					
1.96E-13	1.64E-13	4.42E-13	3.34E-13	2.43E-13	1.85E-13	1.43E-13	1.16E-13
1.02E-13	1.21E-13	2.00E-13	3.68E-13	5.85E-13	7.66E-13	8.30E-13	7.67E-13
6.26E-13	4.67E-13	3.27E-13	2.19E-13	1.43E-13	9.18E-14	5.81E-14	3.65E-14
2.27E-14	1.40E-14	8.64E-15	5.31E-15	3.26E-15	2.00E-15	1.23E-15	7.56E-16
4.65E-16	2.86E-16	1.76E-16					
1.96E-13	1.64E-13	3.18E-13	3.82E-13	2.47E-13	1.90E-13	1.46E-13	1.17E-13
1.03E-13	1.19E-13	1.90E-13	3.43E-13	5.39E-13	7.02E-13	7.59E-13	7.00E-13
5.71E-13	4.25E-13	2.98E-13	2.00E-13	1.30E-13	8.37E-14	5.30E-14	3.33E-14
2.08E-14	1.29E-14	7.92E-15	4.87E-15	3.00E-15	1.84E-15	1.13E-15	6.99E-16
4.30E-16	2.65E-16	1.63E-16					
1.96E-13	1.64E-13	5.87E-13	3.60E-13	2.67E-13	1.96E-13	1.50E-13	1.19E-13
1.04E-13	1.18E-13	1.83E-13	3.21E-13	4.99E-13	6.47E-13	6.97E-13	6.42E-13
5.23E-13	3.89E-13	2.72E-13	1.83E-13	1.19E-13	7.64E-14	4.84E-14	3.04E-14
1.90E-14	1.17E-14	7.23E-15	4.45E-15	2.74E-15	1.69E-15	1.04E-15	6.40E-16
3.94E-16	2.43E-16	1.50E-16					
1.96E-13	1.64E-13	1.00E-11	3.20E-13	3.05E-13	2.04E-13	1.55E-13	1.21E-13
1.05E-13	1.16E-13	1.75E-13	3.01E-13	4.62E-13	5.95E-13	6.39E-13	5.88E-13
4.79E-13	3.57E-13	2.50E-13	1.68E-13	1.10E-13	7.02E-14	4.45E-14	2.79E-14
1.74E-14	1.08E-14	6.63E-15	4.08E-15	2.51E-15	1.54E-15	9.48E-16	5.84E-16
3.60E-16	2.21E-16	1.36E-16					
1.96E-13	1.64E-13	2.59E-11	3.39E-13	3.39E-13	2.16E-13	1.62E-13	1.25E-13
1.06E-13	1.15E-13	1.68E-13	2.80E-13	4.23E-13	5.41E-13	5.80E-13	5.33E-13
4.34E-13	3.24E-13	2.27E-13	1.53E-13	1.00E-13	6.43E-14	4.08E-14	2.56E-14
1.60E-14	9.91E-15	6.10E-15	3.75E-15	2.31E-15	1.42E-15	8.74E-16	5.38E-16
3.31E-16	2.04E-16	1.26E-16					
1.96E-13	1.64E-13	1.34E-12	4.86E-13	3.46E-13	2.34E-13	1.70E-13	1.30E-13
1.09E-13	1.15E-13	1.60E-13	2.59E-13	3.85E-13	4.88E-13	5.20E-13	4.78E-13
3.89E-13	2.91E-13	2.04E-13	1.38E-13	9.03E-14	5.81E-14	3.70E-14	2.33E-14
1.46E-14	9.05E-15	5.58E-15	3.44E-15	2.12E-15	1.31E-15	8.05E-16	4.97E-16
3.06E-16	1.89E-16	1.17E-16					
1.95E-13	1.64E-13	6.15E-13	6.85E-13	3.73E-13	2.58E-13	1.81E-13	1.36E-13
1.12E-13	1.15E-13	1.54E-13	2.39E-13	3.49E-13	4.37E-13	4.64E-13	4.25E-13
3.46E-13	2.58E-13	1.81E-13	1.22E-13	8.05E-14	5.19E-14	3.31E-14	2.09E-14
1.31E-14	8.16E-15	5.05E-15	3.12E-15	1.92E-15	1.19E-15	7.35E-16	4.54E-16
2.81E-16	1.74E-16	1.08E-16					
1.95E-13	1.64E-13	8.64E-13	8.11E-13	4.35E-13	2.87E-13	1.96E-13	1.43E-13
1.15E-13	1.15E-13	1.48E-13	2.22E-13	3.16E-13	3.91E-13	4.12E-13	3.76E-13
3.05E-13	2.28E-13	1.60E-13	1.08E-13	7.13E-14	4.61E-14	2.94E-14	1.86E-14
1.17E-14	7.28E-15	4.51E-15	2.79E-15	1.73E-15	1.07E-15	6.62E-16	4.10E-16
2.54E-16	1.58E-16	9.78E-17					
1.95E-13	1.64E-13	1.13E-12	1.03E-12	5.16E-13	3.27E-13	2.15E-13	1.53E-13
1.20E-13	1.16E-13	1.43E-13	2.06E-13	2.86E-13	3.49E-13	3.65E-13	3.32E-13
2.69E-13	2.00E-13	1.41E-13	9.54E-14	6.28E-14	4.07E-14	2.60E-14	1.65E-14
1.04E-14	6.47E-15	4.01E-15	2.48E-15	1.54E-15	9.54E-16	5.92E-16	3.67E-16
2.28E-16	1.41E-16	8.79E-17					
1.94E-13	1.64E-13	6.88E-12	1.08E-12	6.81E-13	3.82E-13	2.43E-13	1.66E-13
1.27E-13	1.18E-13	1.39E-13	1.90E-13	2.58E-13	3.09E-13	3.21E-13	2.90E-13
2.34E-13	1.74E-13	1.23E-13	8.32E-14	5.49E-14	3.56E-14	2.28E-14	1.45E-14
9.16E-15	5.71E-15	3.55E-15	2.20E-15	1.37E-15	8.48E-16	5.27E-16	3.27E-16
2.03E-16	1.27E-16	7.87E-17					
1.93E-13	1.63E-13	4.39E-12	1.69E-12	8.57E-13	4.68E-13	2.81E-13	1.85E-13
1.36E-13	1.20E-13	1.35E-13	1.76E-13	2.30E-13	2.71E-13	2.78E-13	2.49E-13
2.01E-13	1.50E-13	1.05E-13	7.16E-14	4.73E-14	3.08E-14	1.98E-14	1.26E-14
7.99E-15	5.00E-15	3.11E-15	1.94E-15	1.20E-15	7.49E-16	4.66E-16	2.91E-16
1.81E-16	1.13E-16	7.05E-17					
1.89E-13	1.60E-13	5.05E-12	2.67E-12	1.15E-12	5.93E-13	3.34E-13	2.09E-13
1.47E-13	1.24E-13	1.31E-13	1.62E-13	2.04E-13	2.35E-13	2.38E-13	2.12E-13
1.70E-13	1.27E-13	8.92E-14	6.07E-14	4.02E-14	2.63E-14	1.69E-14	1.08E-14
6.88E-15	4.32E-15	2.69E-15	1.68E-15	1.05E-15	6.54E-16	4.09E-16	2.55E-16
1.60E-16	9.99E-17	6.25E-17					
1.80E-13	1.54E-13	2.58E-11	3.55E-12	1.70E-12	7.67E-13	4.07E-13	2.39E-13
1.60E-13	1.28E-13	1.27E-13	1.48E-13	1.79E-13	2.00E-13	2.00E-13	1.77E-13
1.41E-13	1.05E-13	7.42E-14	5.05E-14	3.36E-14	2.20E-14	1.43E-14	9.16E-15
5.83E-15	3.67E-15	2.30E-15	1.44E-15	9.00E-16	5.63E-16	3.53E-16	2.21E-16
1.39E-16	8.71E-17	5.47E-17					
1.63E-13	1.42E-13	1.45E-11	6.79E-12	2.35E-12	1.03E-12	4.99E-13	2.75E-13
1.73E-13	1.30E-13	1.21E-13	1.32E-13	1.51E-13	1.65E-13	1.62E-13	1.42E-13
1.13E-13	8.42E-14	5.96E-14	4.08E-14	2.73E-14	1.80E-14	1.17E-14	7.57E-15
4.85E-15	3.07E-15	1.93E-15	1.21E-15	7.61E-16	4.78E-16	3.01E-16	1.89E-16
1.19E-16	7.50E-17	4.73E-17					
1.35E-13	1.21E-13	5.00E-11	9.86E-12	3.56E-12	1.36E-12	6.09E-13	3.10E-13
1.82E-13	1.27E-13	1.09E-13	1.10E-13	1.19E-13	1.25E-13	1.21E-13	1.05E-13
8.37E-14	6.25E-14	4.46E-14	3.08E-14	2.08E-14	1.39E-14	9.13E-15	5.96E-15
3.86E-15	2.46E-15	1.56E-15	9.88E-16	6.25E-16	3.96E-16	2.50E-16	1.58E-16
1.00E-16	6.36E-17	4.03E-17					
1.03E-13	9.41E-14	1.18E-10	1.53E-11	5.25E-12	1.77E-12	7.18E-13	3.31E-13
1.77E-13	1.13E-13	8.82E-14	8.15E-14	8.22E-14	8.25E-14	7.76E-14	6.69E-14
5.34E-14	4.02E-14	2.90E-14	2.04E-14	1.40E-14	9.51E-15	6.38E-15	4.25E-15
2.80E-15	1.82E-15	1.17E-15	7.53E-16	4.83E-16	3.10E-16	1.98E-16	1.27E-16
8.12E-17	5.19E-17	3.32E-17					
7.61E-14	6.99E-14	1.01E-10	2.63E-11	7.35E-12	2.29E-12	8.16E-13	3.34E-13
1.59E-13	8.99E-14	6.22E-14	5.17E-14	4.79E-14	4.55E-14	4.14E-14	3.52E-14
2.80E-14	2.12E-14	1.55E-14	1.11E-14	7.78E-15	5.40E-15	3.72E-15	2.55E-15
1.72E-15	1.15E-15	7.60E-16	5.01E-16	3.29E-16	2.16E-16	1.41E-16	9.23E-17
6.01E-17	3.91E-17	2.54E-17					
6.22E-14	5.59E-14	1.52E-10	4.07E-11	1.05E-11	2.99E-12	9.47E-13	3.42E-13
1.42E-13	6.93E-14	4.13E-14	3.01E-14	2.53E-14	2.24E-14	1.96E-14	1.62E-14
1.28E-14	9.63E-15	7.07E-15	5.09E-15	3.62E-15	2.56E-15	1.80E-15	1.26E-15
8.71E-16	5.96E-16	4.05E-16	2.74E-16	1.86E-16	1.25E-16	8.45E-17	5.67E-17
3.80E-17	2.54E-17	1.69E-17					
5.91E-14	5.17E-14	2.25E-10	5.84E-11	1.48E-11	3.98E-12	1.18E-12	3.96E-13
1.47E-13	6.20E-14	3.10E-14	1.90E-14	1.40E-14	1.14E-14	9.40E-15	7.53E-15
5.79E-15	4.31E-15	3.14E-15	2.25E-15	1.61E-15	1.14E-15	8.03E-16	5.65E-16
3.95E-16	2.73E-16	1.88E-16	1.29E-16	8.90E-17	6.13E-17	4.22E-17	2.90E-17
1.99E-17	1.36E-17	9.32E-18					
5738.1	A  24  35	/FILMEM	= #7_ls#n	1/TYPE =	RECOM	/INDM = T	/ISEL =    7
1.00E+06	2.46E+06	6.06E+06	1.49E+07	3.67E+07	9.05E+07	2.23E+08	5.48E+08
1.35E+09	3.32E+09	8.19E+09	2.02E+10	4.96E+10	1.22E+11	3.01E+11	7.41E+11
1.82E+12	4.49E+12	1.11E+13	2.72E+13	6.70E+13	1.65E+14	4.06E+14	1.00E+15
1.00E-01	1.40E-01	1.97E-01	2.76E-01	3.87E-01	5.44E-01	7.63E-01	1.07E+00
1.50E+00	2.11E+00	2.96E+00	4.15E+00	5.82E+00	8.16E+00	1.15E+01	1.61E+01
2.25E+01	3.16E+01	4.44E+01	6.22E+01	8.73E+01	1.23E+02	1.72E+02	2.41E+02
3.38E+02	4.75E+02	6.66E+02	9.35E+02	1.31E+03	1.84E+03	2.58E+03	3.62E+03
5.08E+03	7.13E+03	1.00E+04					
5.96E-15	5.01E-15	7.93E-15	9.10E-15	6.49E-15	5.19E-15	4.12E-15	3.39E-15
3.11E-15	4.04E-15	7.78E-15	1.57E-14	2.57E-14	3.40E-14	3.68E-14	3.40E-14
2.77E-14	2.06E-14	1.44E-14	9.62E-15	6.25E-15	3.99E-15	2.51E-15	1.57E-15
9.71E-16	5.97E-16	3.65E-16	2.23E-16	1.36E-16	8.34E-17	5.10E-17	3.12E-17
1.91E-17	1.17E-17	7.14E-18					
5.96E-15	5.01E-15	1.75E-14	8.16E-15	6.82E-15	5.22E-15	4.15E-15	3.41E-15
3.11E-15	3.97E-15	7.44E-15	1.48E-14	2.42E-14	3.20E-14	3.47E-14	3.21E-14
2.61E-14	1.94E-14	1.36E-14	9.07E-15	5.90E-15	3.76E-15	2.37E-15	1.48E-15
9.18E-16	5.65E-16	3.46E-16	2.12E-16	1.29E-16	7.91E-17	4.84E-17	2.96E-17
1.81E-17	1.11E-17	6.80E-18					
5.96E-15	5.01E-15	1.18E-13	7.45E-15	7.25E-15	5.26E-15	4.20E-15	3.43E-15
3.10E-15	3.89E-15	7.10E-15	1.39E-14	2.27E-14	2.99E-14	3.25E-14	3.00E-14
2.45E-14	1.82E-14	1.27E-14	8.51E-15	5.54E-15	3.54E-15	2.23E-15	1.39E-15
8.65E-16	5.32E-16	3.26E-16	2.00E-16	1.22E-16	7.48E-17	4.58E-17	2.80E-17
1.72E-17	1.05E-17	6.45E-18					
5.96E-15	5.01E-15	2.60E-13	7.44E-15	7.53E-15	5.34E-15	4.25E-15	3.45E-15
3.10E-15	3.82E-15	6.75E-15	1.30E-14	2.10E-14	2.77E-14	3.01E-14	2.79E-14
2.27E-14	1.69E-14	1.18E-14	7.92E-15	5.16E-15	3.30E-15	2.08E-15	1.30E-15
8.09E-16	4.99E-16	3.06E-16	1.87E-16	1.15E-16	7.03E-17	4.31E-17	2.64E-17
1.62E-17	9.93E-18	6.09E-18					
5.96E-15	5.01E-15	6.47E-14	8.38E-15	7.51E-15	5.47E-15	4.31E-15	3.48E-15
3.11E-15	3.75E-15	6.40E-15	1.21E-14	1.94E-14	2.55E-14	2.77E-14	2.56E-14
2.09E-14	1.56E-14	1.09E-14	7.31E-15	4.76E-15	3.05E-15	1.93E-15	1.21E-15
7.52E-16	4.64E-16	2.85E-16	1.75E-16	1.07E-16	6.57E-17	4.03E-17	2.47E-17
1.52E-17	9.33E-18	5.73E-18					
5.96E-15	5.01E-15	1.35E-14	1.02E-14	7.42E-15	5.63E-15	4.37E-15	3.52E-15
3.12E-15	3.68E-15	6.08E-15	1.12E-14	1.78E-14	2.33E-14	2.53E-14	2.34E-14
1.91E-14	1.42E-14	9.96E-15	6.69E-15	4.37E-15	2.80E-15	1.77E-15	1.11E-15
6.93E-16	4.28E-16	2.63E-16	1.62E-16	9.93E-17	6.10E-17	3.75E-17	2.30E-17
1.42E-17	8.71E-18	5.36E-18					
5.96E-15	5.01E-15	9.70E-15	1.17E-14	7.53E-15	5.80E-15	4.44E-15	3.57E-15
3.14E-15	3.62E-15	5.80E-15	1.05E-14	1.64E-14	2.14E-14	2.31E-14	2.13E-14
1.74E-14	1.30E-14	9.07E-15	6.09E-15	3.98E-15	2.55E-15	1.62E-15	1.01E-15
6.33E-16	3.92E-16	2.41E-16	1.48E-16	9.13E-17	5.62E-17	3.46E-17	2.13E-17
1.31E-17	8.08E-18	4.98E-18					
5.96E-15	5.01E-15	1.79E-14	1.10E-14	8.14E-15	5.97E-15	4.56E-15	3.62E-15
3.16E-15	3.58E-15	5.56E-15	9.80E-15	1.52E-14	1.97E-14	2.12E-14	1.96E-14
1.59E-14	1.19E-14	8.30E-15	5.57E-15	3.63E-15	2.33E-15	1.48E-15	9.26E-16
5.78E-16	3.58E-16	2.20E-16	1.36E-16	8.35E-17	5.14E-17	3.16E-17	1.95E-17
1.20E-17	7.40E-18	4.56E-18					
5.96E-15	5.01E-15	3.06E-13	9.75E-15	9.31E-15	6.20E-15	4.73E-15	3.70E-15
3.19E-15	3.55E-15	5.34E-15	9.17E-15	1.41E-14	1.81E-14	1.95E-14	1.79E-14
1.46E-14	1.09E-14	7.61E-15	5.11E-15	3.34E-15	2.14E-15	1.36E-15	8.51E-16
5.31E-16	3.28E-16	2.02E-16	1.24E-16	7.64E-17	4.70E-17	2.89E-17	1.78E-17
1.10E-17	6.75E-18	4.16E-18					
5.96E-15	5.01E-15	7.89E-13	1.03E-14	1.03E-14	6.57E-15	4.94E-15	3.81E-15
3.24E-15	3.52E-15	5.11E-15	8.52E-15	1.29E-14	1.65E-14	1.77E-14	1.63E-14
1.32E-14	9.87E-15	6.92E-15	4.66E-15	3.05E-15	1.96E-15	1.24E-15	7.81E-16
4.88E-16	3.02E-16	1.86E-16	1.14E-16	7.03E-17	4.33E-17	2.66E-17	1.64E-17
1.01E-17	6.22E-18	3.84E-18					
5.96E-15	5.01E-15	4.08E-14	1.48E-14	1.06E-14	7.14E-15	5.18E-15	3.95E-15
3.31E-15	3.50E-15	4.89E-15	7.88E-15	1.17E-14	1.49E-14	1.59E-14	1.46E-14
1.19E-14	8.86E-15	6.22E-15	4.19E-15	2.75E-15	1.77E-15	1.13E-15	7.10E-16
4.45E-16	2.76E-16	1.70E-16	1.05E-16	6.46E-17	3.98E-17	2.45E-17	1.51E-17
9.34E-18	5.77E-18	3.56E-18					
5.96E-15	5.01E-15	1.88E-14	2.09E-14	1.14E-14	7.86E-15	5.52E-15	4.13E-15
3.40E-15	3.49E-15	4.69E-15	7.29E-15	1.06E-14	1.33E-14	1.41E-14	1.29E-14
